title,vote_average,vote_count,genres
Arthur 3: The War of the Two Worlds,5.4,371.0,"['Animation', 'Adventure', 'Fantasy', 'Family']"
Bloodwork,4.3,13.0,"['Horror', 'Thriller']"
Captive,5.9,11.0,"['Drama', 'Thriller']"
The Last House on Dead End Street,4.8,16.0,['Horror']
Pregnancy Pact,4.9,45.0,['Drama']
Dark Corners,5.5,15.0,"['Horror', 'Thriller']"
Demetri Martin: Live (At The Time),8.0,12.0,[]
Street Kings 2: Motor City,4.2,27.0,"['Crime', 'Drama', 'Thriller']"
Tapped Out,5.4,20.0,"['Action', 'Drama']"
Jo,7.1,49.0,['Comedy']
Breaking at the Edge,4.2,13.0,"['Thriller', 'Horror']"
Meatball Machine,5.4,16.0,"['Foreign', 'Horror', 'Science Fiction']"
Chop,5.3,13.0,"['Comedy', 'Horror', 'Thriller']"
Cyber City Oedo 808,6.0,13.0,"['Animation', 'Science Fiction', 'Horror', 'Action', 'Crime']"
Kill Your Friends,5.9,121.0,"['Comedy', 'Crime', 'Thriller']"
Nina Forever,5.5,48.0,"['Horror', 'Comedy', 'Romance']"
Equals,5.9,386.0,"['Drama', 'Romance', 'Science Fiction']"
Invincible Shaolin,6.5,13.0,['Action']
Star Trek: Renegades,4.4,40.0,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']"
Scouts Guide to the Zombie Apocalypse,6.2,526.0,"['Comedy', 'Horror']"
Muhammad: The Messenger of God,5.6,13.0,"['Drama', 'History']"
Sexy Evil Genius,6.2,32.0,"['Comedy', 'Drama', 'Mystery']"
Paranormal Activity: Tokyo Night,5.5,91.0,"['Horror', 'Thriller']"
Suffragette,7.1,440.0,"['Drama', 'History']"
Sweet Bean,7.0,82.0,['Drama']
Flowers,6.7,22.0,['Drama']
The Marquis,5.0,46.0,['Comedy']
Clannad: The Motion Picture,6.4,21.0,"['Animation', 'Drama']"
Extinction: The G.M.O. Chronicles,5.1,12.0,"['Drama', 'Horror', 'Science Fiction']"
The High Sun,6.5,11.0,['Drama']
Blades of Blood,6.2,15.0,"['History', 'Action', 'Drama']"
The Hunchback of Notre Dame II,5.1,156.0,"['Adventure', 'Animation', 'Family', 'Romance']"
HK: Forbidden Super Hero,6.3,34.0,"['Action', 'Comedy']"
Mythica: The Darkspore,5.4,41.0,"['Action', 'Adventure', 'Fantasy']"
Assassins Tale,4.8,15.0,"['Action', 'Crime', 'Thriller']"
Fort Tilden,5.1,15.0,['Comedy']
Moss,6.9,32.0,"['Drama', 'Thriller', 'Crime', 'Mystery']"
As One,7.5,15.0,['Drama']
Veteran,7.1,42.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
Assassination,7.3,58.0,"['Action', 'Drama', 'History', 'Thriller']"
Turbo Kid,6.8,231.0,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
Wasted on the Young,5.3,16.0,"['Drama', 'Thriller', 'Romance']"
Dadnapped,4.6,65.0,"['TV Movie', 'Action', 'Adventure', 'Comedy', 'Family']"
¿Quién mató a Bambi?,5.7,22.0,['Comedy']
Paulina,6.7,17.0,"['Drama', 'Thriller']"
The Last Keepers,4.8,18.0,['Fantasy']
Bridgend,6.0,18.0,['Drama']
You and the Night,6.5,15.0,"['Romance', 'Drama', 'Comedy']"
Papanasam,7.4,13.0,"['Crime', 'Drama', 'Family', 'Thriller']"
The Bad Education Movie,5.5,45.0,['Comedy']
The Unauthorized Saved by the Bell Story,4.9,11.0,"['TV Movie', 'Drama', 'Comedy']"
We Are Your Friends,6.3,673.0,"['Drama', 'Music', 'Romance']"
SoulBoy,6.3,13.0,"['Comedy', 'Drama', 'Music']"
War Room,6.9,92.0,['Drama']
Shield of Straw,6.0,35.0,['Thriller']
Summertime,6.6,76.0,"['Comedy', 'Drama', 'Romance']"
Joseph: King of Dreams,6.4,167.0,"['Music', 'Family', 'Animation']"
Hurricane of Fun: The Making of Wet Hot,6.5,16.0,['Documentary']
Legend,6.7,994.0,"['Crime', 'Thriller']"
Anesthesia,6.0,43.0,"['Drama', 'Thriller']"
The Outcasts,7.1,141.0,['Comedy']
Elephant Song,7.4,47.0,['Drama']
Drishyam,7.5,49.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Phantom,5.5,19.0,"['Thriller', 'Action']"
Addicted to Fresno,5.0,30.0,['Comedy']
Queen of Earth,6.2,58.0,"['Drama', 'Mystery', 'Thriller']"
Blind Man,5.9,11.0,"['Thriller', 'Action']"
Deathgasm,6.4,172.0,"['Comedy', 'Horror']"
All the Boys Are Called Patrick,6.1,11.0,['Comedy']
Therapy for a Vampire,5.9,12.0,['Comedy']
Silent Heart,6.2,16.0,['Drama']
The Danish Girl,7.4,1689.0,['Drama']
Area 51,4.3,157.0,"['Horror', 'Thriller', 'Science Fiction']"
Latin Lover,5.7,17.0,"['Drama', 'Comedy']"
L♡DK,6.8,16.0,"['Romance', 'Drama']"
Street Fighter Alpha - The Movie,6.2,13.0,"['Action', 'Animation']"
Cooties,5.4,216.0,"['Action', 'Comedy', 'Horror']"
Station for Two,6.7,16.0,"['Drama', 'Romance', 'Comedy']"
Autumn Marathon,7.1,14.0,"['Comedy', 'Drama']"
12 Chairs,7.4,16.0,"['Adventure', 'Comedy']"
Ordinary Miracle,7.6,15.0,"['Drama', 'Comedy', 'Romance', 'Fantasy']"
Carnival Night,5.8,13.0,['Comedy']
The Garage,6.9,20.0,"['Comedy', 'Drama']"
Unbelievable Adventures of Italians in Russia,6.1,19.0,"['Comedy', 'Adventure']"
For the Matches,6.2,11.0,['Comedy']
12 Chairs,7.3,24.0,"['Adventure', 'Comedy']"
Steve Jobs: The Man in the Machine,6.4,134.0,['Documentary']
Inkubus,4.9,11.0,['Horror']
Wasting Away,5.6,16.0,"['Comedy', 'Horror']"
Among Friends,4.1,25.0,"['Comedy', 'Horror']"
Ejecta,3.6,15.0,['Science Fiction']
WTF,3.8,12.0,['Comedy']
Burnout,7.1,16.0,"['Action', 'Comedy']"
Green Room,6.7,696.0,"['Horror', 'Crime', 'Thriller']"
Last Embrace,5.8,16.0,"['Thriller', 'Mystery', 'Romance']"
Beasts of No Nation,7.6,476.0,"['Drama', 'War']"
Pernicious,4.7,26.0,['Horror']
Dirty Weekend,5.2,30.0,"['Drama', 'Comedy']"
The Rise of the Krays,4.5,19.0,['Crime']
Dude Bro Party Massacre III,6.2,21.0,"['Horror', 'Comedy']"
The Lady in the Van,6.0,225.0,"['Comedy', 'Drama']"
He Named Me Malala,5.6,51.0,['Documentary']
Bloodsucking Bastards,5.6,60.0,"['Comedy', 'Horror']"
Pokémon the Movie: Kyurem vs. the Sword of Justice,5.5,28.0,['Animation']
Pokémon: Zoroark: Master of Illusions,6.4,37.0,"['Adventure', 'Animation', 'Family']"
...ing,6.6,17.0,"['Drama', 'Romance']"
Meru,7.4,68.0,"['Adventure', 'Documentary']"
6 Years,5.5,306.0,"['Romance', 'Drama']"
To Save A Life,6.2,21.0,['Drama']
Pod,3.9,44.0,"['Thriller', 'Horror', 'Mystery']"
Contracted: Phase II,5.3,48.0,"['Drama', 'Horror', 'Thriller']"
A Little Thing Called Love,7.5,35.0,"['Comedy', 'Romance']"
Lost After Dark,4.7,35.0,['Horror']
For Elise,4.8,13.0,"['Horror', 'Mystery']"
White Settlers,4.6,29.0,"['Mystery', 'Thriller', 'Horror']"
Xenia,5.5,22.0,['Drama']
Pokémon the Movie: Diancie and the Cocoon of Destruction,5.6,30.0,['Animation']
Pokémon the Movie: Hoopa and the Clash of Ages,6.2,39.0,"['Adventure', 'Animation', 'Action']"
Mrs. Miracle,5.2,24.0,"['Comedy', 'Fantasy', 'Romance', 'TV Movie']"
A Little Bit Zombie,5.4,27.0,"['Science Fiction', 'Comedy', 'Horror']"
The Coed and the Zombie Stoner,3.4,17.0,"['Horror', 'Comedy']"
Saving Christmas,1.7,25.0,"['Comedy', 'Family']"
Oscar,7.4,76.0,['Comedy']
La sedia della felicità,5.6,21.0,['Comedy']
The Transporter Refueled,5.3,573.0,"['Thriller', 'Action', 'Crime']"
The Key to Reserva (La clave Reserva),7.6,18.0,"['Crime', 'Thriller']"
Iron Man & Hulk: Heroes United,5.4,48.0,"['Action', 'Adventure', 'Animation']"
The Lorax,7.8,16.0,"['Animation', 'Family', 'TV Movie']"
La Vérité si je Mens ! 3,5.3,98.0,['Comedy']
Would I Lie to You? 2,6.4,81.0,['Comedy']
Jenny's Wedding,5.3,145.0,"['Comedy', 'Drama']"
Bound to Vengeance,5.6,110.0,"['Thriller', 'Horror']"
Knock Knock,4.9,880.0,"['Drama', 'Thriller']"
The Nightmare,5.6,92.0,"['Horror', 'Documentary']"
Welcome to Leith,6.4,26.0,"['Thriller', 'Crime', 'Documentary']"
Fallen,6.4,40.0,"['TV Movie', 'Drama', 'Fantasy']"
The Crossing,5.3,11.0,['Drama']
Krampus: The Christmas Devil,2.6,18.0,['Horror']
Age of Cannibals,7.4,18.0,['Drama']
Man Down,6.3,65.0,"['Drama', 'Thriller']"
The Prophet,7.2,26.0,['Animation']
The Blue Planet,8.1,51.0,['Documentary']
Banksy Does New York,6.9,32.0,['Documentary']
Christmas Cupid,5.0,45.0,"['TV Movie', 'Fantasy', 'Comedy', 'Romance', 'Family']"
Vamp U,4.7,30.0,"['Action', 'Comedy', 'Horror']"
Return to Halloweentown,5.7,62.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'TV Movie']"
Silenced,8.0,88.0,['Drama']
The Pumpkin Karver,3.2,12.0,"['Comedy', 'Horror']"
Killer Party,5.0,12.0,"['Comedy', 'Horror']"
Jersey Shore Massacre,3.4,23.0,"['Horror', 'Comedy']"
Twitches Too,5.5,51.0,"['Drama', 'Family', 'Fantasy', 'TV Movie']"
The Beauty Inside,8.1,41.0,"['Fantasy', 'Romance']"
Life,5.9,128.0,['Drama']
Daddy or Mommy,6.1,397.0,['Comedy']
Demolition,6.6,661.0,"['Comedy', 'Drama']"
Listening,5.5,31.0,"['Drama', 'Thriller', 'Science Fiction']"
12 Rounds 3: Lockdown,4.6,41.0,"['Action', 'Thriller']"
Robert the Doll,2.6,24.0,['Horror']
Frau Müller muss weg!,5.9,25.0,['Comedy']
Romeos,6.7,22.0,['Drama']
American Poltergeist,2.6,21.0,['Thriller']
Listen to Me Marlon,7.1,48.0,['Documentary']
Maléfique,6.1,30.0,"['Fantasy', 'Horror', 'Mystery']"
Stars 80,5.8,36.0,['Comedy']
Invasion of the Flesh Hunters,5.7,21.0,"['Horror', 'Thriller']"
Hal,7.0,19.0,"['Animation', 'Romance']"
Fool Circle,5.7,15.0,"['Drama', 'Comedy']"
The Keeping Room,5.2,70.0,"['Drama', 'Western']"
Cigarette Burns,7.5,23.0,"['Thriller', 'Horror']"
Our Brand Is Crisis,5.8,196.0,"['Comedy', 'Drama']"
Attack on Titan II: End of the World,4.8,67.0,"['Horror', 'Science Fiction', 'Action', 'Fantasy', 'Drama']"
Big Sky,4.0,21.0,"['Thriller', 'Drama']"
Agneepath,6.3,46.0,"['Action', 'Crime', 'Drama']"
Cocktail,6.2,38.0,"['Romance', 'Drama', 'Comedy']"
The Assassin,6.6,158.0,"['Action', 'Drama', 'History']"
The Gamechangers,6.7,20.0,"['Drama', 'TV Movie']"
High-Rise,5.3,355.0,['Drama']
The Night Before,6.1,548.0,['Comedy']
Into the Forest,5.6,165.0,"['Drama', 'Science Fiction']"
Time Out of Mind,5.6,56.0,['Drama']
First Spaceship on Venus,4.3,14.0,"['Science Fiction', 'Drama', 'Mystery']"
Chain of Command,5.3,11.0,"['Thriller', 'Adventure', 'Action']"
A Perfect Man,7.0,141.0,"['Drama', 'Thriller']"
The Editor,6.3,35.0,"['Mystery', 'Horror', 'Comedy']"
Everest,6.7,1805.0,"['Adventure', 'Drama']"
Puella Magi Madoka Magica the Movie Part III: Rebellion,7.3,36.0,"['Mystery', 'Animation', 'Fantasy']"
Puella Magi Madoka Magica the Movie Part II: Eternal,8.0,30.0,"['Thriller', 'Animation', 'Fantasy']"
The Brand New Testament,6.4,435.0,"['Comedy', 'Fantasy']"
Kebab Connection,6.6,20.0,"['Action', 'Comedy', 'Romance']"
Monster Hunt,5.7,81.0,"['Action', 'Comedy', 'Fantasy']"
Spotlight,7.8,2751.0,"['Drama', 'Thriller', 'History']"
Viva,7.4,12.0,['Drama']
Son of Saul,7.1,285.0,"['War', 'Drama', 'Thriller']"
Intruders,5.7,153.0,"['Drama', 'Thriller', 'Horror']"
Rabid Dogs,5.6,32.0,"['Action', 'Drama', 'Thriller']"
Pawn Sacrifice,6.7,272.0,"['Thriller', 'Drama']"
Hardcore Henry,6.2,780.0,"['Action', 'Adventure', 'Science Fiction']"
Hunter × Hunter: Phantom Rouge,6.7,29.0,"['Animation', 'Adventure']"
Hunter × Hunter: The Last Mission,5.8,19.0,"['Adventure', 'Animation', 'Action']"
"Killing Is My Business, Honey",6.8,17.0,"['Comedy', 'Crime']"
Call Girl of Cthulhu,5.9,11.0,"['Comedy', 'Horror']"
Roger Waters: The Wall,7.7,45.0,['Music']
Burnt,6.3,974.0,['Drama']
Queen of the Desert,6.1,61.0,"['Drama', 'History']"
Visions,5.2,130.0,"['Thriller', 'Horror']"
Nobody from Nowhere,6.5,41.0,"['Thriller', 'Drama']"
Heneral Luna,8.0,16.0,"['Comedy', 'Action', 'Drama', 'History', 'War']"
Ryuzo and the Seven Henchmen,6.8,14.0,"['Comedy', 'Action']"
If I Were a Rich Man,5.5,19.0,['Comedy']
Miss Hokusai,6.5,20.0,"['Animation', 'Drama', 'History']"
Being Canadian,5.3,11.0,"['Comedy', 'Documentary']"
Cow Belles,4.9,59.0,"['TV Movie', 'Comedy', 'Family', 'Romance']"
Teen Lust,4.4,27.0,['Comedy']
The Timber,4.1,17.0,"['Adventure', 'Drama', 'Western']"
Evil Things,4.1,15.0,['Horror']
Last Shift,5.7,156.0,"['Horror', 'Thriller']"
Fuck You Goethe 2,6.6,286.0,['Comedy']
Pay the Ghost,5.1,204.0,"['Horror', 'Thriller']"
A Song of Lisbon,8.0,12.0,['Comedy']
Catch Me Daddy,6.0,11.0,['Thriller']
Flying Colors,7.4,25.0,"['Comedy', 'Drama']"
The Brave Little Toaster to the Rescue,6.8,21.0,"['Animation', 'Comedy', 'Family', 'Fantasy']"
Acolytes,5.5,18.0,"['Crime', 'Mystery', 'Thriller', 'Horror']"
Black River,5.6,11.0,"['Science Fiction', 'Thriller']"
Seashore,6.9,41.0,['Drama']
Lootera,6.6,27.0,"['Drama', 'Romance']"
Dear Mr. Gacy,6.5,29.0,"['Crime', 'Drama', 'Thriller']"
Evidence,5.1,47.0,['Horror']
Ghoul,5.1,25.0,"['Thriller', 'Horror']"
Headspace,4.9,12.0,"['Horror', 'Science Fiction', 'Thriller']"
The Rite,6.9,11.0,['Drama']
Remains,5.1,18.0,"['Drama', 'Horror', 'Action', 'Thriller']"
Devil Seed,4.6,23.0,['Horror']
The Dark Hour,5.9,21.0,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']"
The Lost,6.1,18.0,"['Horror', 'Crime', 'Drama', 'Thriller']"
The Program,6.1,176.0,['Drama']
Witchboard 2: The Devil's Doorway,5.1,18.0,"['Mystery', 'Horror']"
My Little Bride,6.1,27.0,"['Drama', 'Comedy', 'Romance', 'Foreign']"
White Rabbit,6.3,20.0,['Drama']
The Silenced,5.7,40.0,"['Horror', 'Thriller', 'Mystery']"
Helios,5.0,15.0,"['Crime', 'Action']"
Full Out,7.1,40.0,"['History', 'Drama', 'Family']"
Bangalore Days,7.4,19.0,"['Drama', 'Family', 'Romance']"
Baazigar,6.8,29.0,"['Crime', 'Thriller']"
The Dirty Picture,5.8,17.0,"['Drama', 'Comedy', 'Foreign']"
Garam Masala,5.4,16.0,['Comedy']
Chup Chup Ke,5.3,14.0,['Comedy']
Vaaranam Aayiram,7.5,13.0,"['Drama', 'Comedy', 'Thriller', 'Romance']"
Little Witch Academia,7.1,62.0,"['Action', 'Animation', 'Comedy', 'Fantasy']"
Cat Shit One,6.2,16.0,"['Animation', 'War']"
1001 Grams,5.7,11.0,['Drama']
Cemetery of Splendour,4.4,50.0,"['Drama', 'Fantasy']"
Much Loved,6.0,41.0,['Drama']
Tiger House,5.5,87.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Courtyard of the Ballads,8.2,14.0,['Comedy']
Star,5.9,13.0,"['Drama', 'Romance', 'Comedy']"
The Quiet Hour,4.5,25.0,"['Drama', 'Science Fiction', 'Thriller']"
I Am Here,4.9,22.0,"['Drama', 'Thriller']"
French Blood,5.9,35.0,['Drama']
Arthur & Merlin,5.4,14.0,['Fantasy']
The Lady in the Car with Glasses and a Gun,4.6,41.0,"['Mystery', 'Thriller']"
The 10 Year Plan,6.1,52.0,"['Romance', 'Comedy']"
The Slurb,5.4,11.0,['Comedy']
Blastfighter,3.9,11.0,"['Action', 'Drama', 'Crime']"
A Christmas Horror Story,5.5,100.0,['Horror']
Sissi: The Fateful Years of an Empress,7.1,77.0,"['Romance', 'Drama']"
Sissi,7.3,109.0,"['Comedy', 'Drama', 'Romance']"
Evil Ed,5.6,13.0,['Horror']
Laserblast,2.5,23.0,"['Horror', 'Action', 'Science Fiction', 'Thriller']"
Life Eternal,7.1,29.0,"['Comedy', 'Crime', 'Thriller']"
7 Chinese Brothers,5.2,20.0,['Comedy']
Virgin Mountain,7.0,35.0,['Drama']
Navy Seals vs. Zombies,3.5,37.0,"['Horror', 'Action']"
Mediterranea,6.5,16.0,['Drama']
The Club,6.6,66.0,['Drama']
Hotel Transylvania 2,6.7,1528.0,"['Animation', 'Comedy', 'Family']"
Hidden,6.5,189.0,"['Thriller', 'Horror']"
The Goob,7.1,16.0,"['Romance', 'Drama']"
The Beat Beneath My Feet,7.0,11.0,"['Drama', 'Comedy']"
Pure,6.5,16.0,['Drama']
The Dinner,6.3,39.0,['Drama']
Tim Maia,6.3,22.0,"['Drama', 'Music']"
Now You See It...,5.6,17.0,"['Comedy', 'Mystery']"
Stuck in the Suburbs,5.2,40.0,"['Comedy', 'Family', 'Music', 'TV Movie']"
Jump In!,5.4,80.0,"['Drama', 'Comedy', 'Romance']"
Winning London,5.8,51.0,"['Comedy', 'Family']"
Minutemen,5.1,52.0,"['TV Movie', 'Comedy', 'Science Fiction', 'Family', 'Adventure']"
Oddball,6.0,26.0,"['Family', 'Adventure']"
Don't Look Down,5.6,11.0,"['Drama', 'Romance']"
Daft Punk Unchained,7.1,54.0,"['Music', 'Documentary']"
Chilling Visions: 5 Senses of Fear,4.9,17.0,['Horror']
Airborne,3.5,24.0,"['Horror', 'Thriller']"
Crawl,5.5,13.0,"['Crime', 'Thriller']"
Wild Life,6.7,19.0,['Drama']
"To Sir, with Love II",5.8,15.0,['Drama']
The Horror of Frankenstein,5.6,14.0,"['Horror', 'Science Fiction']"
Immoral Tales,5.4,34.0,"['Drama', 'Romance']"
Jack and the Beanstalk,5.8,22.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
Tremors 5: Bloodlines,5.2,96.0,"['Science Fiction', 'Action', 'Horror']"
Double Teamed,5.6,16.0,"['Drama', 'Family']"
Freeheld,7.1,168.0,"['Romance', 'Drama']"
By the Sea,5.4,159.0,"['Drama', 'Romance']"
The Little Prince,7.6,771.0,"['Adventure', 'Animation', 'Fantasy']"
Dark Star: HR Giger’s World,6.9,12.0,['Documentary']
Narcopolis,4.8,34.0,"['Thriller', 'Mystery', 'Science Fiction']"
Ashby,6.2,191.0,"['Drama', 'Romance', 'Comedy']"
4Got10,4.3,17.0,"['Western', 'Action', 'Thriller']"
Lucky Luciano,5.2,12.0,"['Crime', 'Drama']"
Dheepan,6.8,135.0,"['Crime', 'Drama']"
Ronaldo,6.4,119.0,"['History', 'Documentary']"
"Liza, the Fox-Fairy",7.4,30.0,"['Comedy', 'Fantasy', 'Romance']"
Get Santa,6.7,18.0,"['Family', 'Comedy']"
Il nome del figlio,6.4,89.0,['Comedy']
The Cut,6.6,24.0,"['History', 'Drama']"
Beyond the Mask,5.7,24.0,['Action']
Wonder Woman,7.2,5025.0,"['Action', 'Adventure', 'Fantasy']"
Salt and Fire,5.8,15.0,['Thriller']
The Circle,5.4,1015.0,"['Drama', 'Thriller', 'Science Fiction']"
Silence,7.0,754.0,"['Drama', 'History']"
The Clan,6.4,120.0,"['Drama', 'History', 'Crime', 'Thriller']"
Glen Campbell: I'll Be Me,7.1,16.0,"['Documentary', 'Music']"
Bridge of Spies,7.2,2633.0,"['Thriller', 'Drama']"
Les Misérables in Concert - The 25th Anniversary,8.0,24.0,"['History', 'Music']"
The Lost Medallion: The Adventures of Billy Stone,5.6,13.0,"['Adventure', 'Family']"
A Tale of Love and Darkness,3.9,28.0,['Drama']
Return to Reason,6.3,12.0,[]
Hyena Road,6.1,51.0,"['War', 'Drama']"
My Internship in Canada,6.3,11.0,['Comedy']
Jodi Arias: Dirty Little Secret,4.0,13.0,"['Drama', 'Romance', 'TV Movie']"
Manam,7.8,12.0,"['Family', 'Fantasy', 'Drama', 'Comedy']"
Mune: Guardian of the Moon,7.1,97.0,['Animation']
A Bigger Splash,6.0,158.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Great Hypnotist,6.3,15.0,"['Thriller', 'Drama', 'Mystery']"
Iris,7.5,44.0,['Documentary']
Where Hope Grows,6.8,26.0,['Drama']
Into the Grizzly Maze,5.1,74.0,"['Action', 'Horror', 'Thriller']"
Secrets of War,6.6,24.0,"['War', 'Family', 'Drama']"
Where to Invade Next,7.3,153.0,['Documentary']
Cell 213,5.1,18.0,['Horror']
The Hunt for the BTK Killer,4.7,11.0,"['TV Movie', 'Crime', 'Drama']"
Human,8.6,98.0,['Documentary']
Eisenstein in Guanajuato,6.4,21.0,"['Comedy', 'Romance']"
The Summer of Sangaile,6.1,24.0,"['Drama', 'Romance']"
The Pearl Button,6.6,17.0,['Documentary']
Lulu in the Nude,6.8,11.0,"['Comedy', 'Drama']"
Mountains May Depart,7.1,57.0,"['Romance', 'Drama']"
The Phantom of the Opera at the Royal Albert Hall,8.3,32.0,"['Drama', 'Music', 'Romance']"
The Hoarder,4.4,43.0,"['Thriller', 'Horror']"
A Prayer for Rain,5.9,12.0,"['History', 'Drama']"
Fuga de cerebros 2,5.4,24.0,"['Action', 'Thriller', 'Science Fiction']"
Nous York,4.6,70.0,['Comedy']
Nobel's Last Will,5.6,15.0,"['Drama', 'Thriller']"
Coin Locker Girl,6.4,25.0,"['Drama', 'Thriller']"
Alex L'ariete,2.3,20.0,"['Action', 'Adventure', 'Crime']"
The Day of the Owl,6.9,11.0,"['Drama', 'Crime']"
Playing Dead,5.0,41.0,['Comedy']
Road to Paloma,5.8,28.0,"['Thriller', 'Drama']"
Porridge,6.3,15.0,"['Comedy', 'Crime']"
Carry On Jack,6.1,20.0,['Comedy']
An Inspector Calls,7.6,42.0,"['Drama', 'Crime', 'Thriller']"
Kokowaah 2,5.9,77.0,['Comedy']
The Invitation,6.4,486.0,['Thriller']
The Taste of Money,6.0,23.0,['Drama']
The Falls,6.1,13.0,"['Romance', 'Drama']"
Eden,5.5,20.0,"['Thriller', 'Drama']"
The Take,7.7,22.0,"['Crime', 'Drama', 'Thriller']"
Mia Madre,6.3,109.0,['Drama']
The Parole Officer,5.8,32.0,"['Crime', 'Comedy']"
Scandal in Sorrento,6.8,13.0,"['Romance', 'Comedy']"
Poor But Beautiful,7.3,12.0,[]
The Monsters,7.4,19.0,['Comedy']
"Hail, Caesar!",5.7,1338.0,"['Comedy', 'Drama', 'Mystery']"
Spartacus,6.2,18.0,"['TV Movie', 'Action', 'Drama', 'History']"
Miss Conception,4.2,17.0,"['Comedy', 'Romance']"
Beauty & the Briefcase,5.2,148.0,"['Romance', 'Comedy']"
The Perfect Date,5.3,56.0,"['Comedy', 'Romance']"
Nightmare Detective,6.2,18.0,"['Thriller', 'Horror', 'Fantasy']"
The Victim,4.4,18.0,"['Thriller', 'Action', 'Horror']"
Hunt to Kill,4.9,36.0,"['Action', 'Adventure', 'Thriller']"
Operator,5.2,21.0,"['Thriller', 'Action', 'Drama']"
Noble,7.0,11.0,['Drama']
Break Point,5.7,19.0,['Comedy']
LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,6.2,24.0,"['Action', 'Adventure', 'Animation', 'Family']"
Saint Young Men,7.5,11.0,"['Animation', 'Comedy']"
Don't Be Afraid of the Dark,6.5,23.0,"['Horror', 'TV Movie']"
Don't Look Up,3.3,16.0,['Horror']
Look Who's Back,6.8,462.0,['Comedy']
Gone,5.3,27.0,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']"
Sleepaway Camp IV: The Survivor,1.9,11.0,['Horror']
The Hitcher II: I've Been Waiting,4.3,19.0,"['Action', 'Thriller']"
"Connasse, Princesse des cœurs",5.9,215.0,['Comedy']
Junun,7.9,19.0,"['Music', 'Documentary']"
Call Me Lucky,7.2,21.0,['Documentary']
Blood Punch,6.7,35.0,"['Horror', 'Thriller']"
June,3.7,22.0,"['Science Fiction', 'Horror']"
The Stranger,4.6,41.0,"['Drama', 'Thriller', 'Horror', 'Mystery']"
The Hive,5.3,32.0,"['Horror', 'Science Fiction', 'Thriller']"
Billy Elliot: The Musical,7.7,23.0,"['Drama', 'Music', 'Comedy']"
All About Them,5.9,46.0,"['Comedy', 'Romance']"
Difret,5.4,17.0,['Drama']
Deep Dark,5.0,27.0,['Horror']
The Blackcoat's Daughter,5.0,85.0,"['Horror', 'Thriller']"
SPL 2: A Time for Consequences,6.7,62.0,"['Drama', 'Action', 'Crime']"
The Inhabitants,4.4,14.0,"['Thriller', 'Horror']"
The Narrows,5.2,16.0,"['Crime', 'Drama', 'Thriller']"
Re-Kill,4.8,35.0,"['Horror', 'Science Fiction']"
Keith Richards: Under the Influence,6.6,20.0,"['Documentary', 'Music']"
The Student and Mister Henri,6.9,87.0,"['Drama', 'Comedy']"
Standing Tall,7.3,149.0,['Drama']
Invisible Sister,6.2,69.0,"['Fantasy', 'Adventure', 'Comedy']"
Bros Before Hos,6.4,36.0,['Comedy']
Baskin,5.8,73.0,"['Fantasy', 'Horror']"
ABE,6.1,28.0,"['Science Fiction', 'Thriller']"
Running Turtle,6.5,11.0,"['Thriller', 'Comedy', 'Crime', 'Drama']"
Tazza: The High Rollers,6.7,22.0,"['Crime', 'Comedy']"
Slow Learners,5.8,25.0,"['Romance', 'Comedy']"
The Con Artists,7.7,22.0,"['Thriller', 'Action', 'Crime']"
Nightlight,4.8,30.0,"['Thriller', 'Horror']"
Mockingbird,3.9,35.0,['Horror']
Preggoland,5.4,12.0,"['Comedy', 'Drama']"
Blackwood,5.6,19.0,['Thriller']
The Target,5.4,28.0,"['Thriller', 'Action']"
Brotherhood of Blades,6.8,51.0,"['Romance', 'Action', 'Drama']"
4bia,6.5,30.0,"['Horror', 'Drama']"
A Better Tomorrow,6.3,24.0,"['Drama', 'Action', 'Thriller']"
5150 Elm's Way,6.5,32.0,"['Drama', 'Horror', 'Thriller']"
A Good Man,5.0,44.0,['Action']
A Slit-Mouthed Woman,4.8,26.0,['Horror']
APT.,5.9,19.0,['Horror']
Alone,6.6,44.0,"['Drama', 'Horror', 'Thriller']"
Animal,4.6,78.0,"['Thriller', 'Horror']"
Avalon High,5.8,146.0,"['Drama', 'Family', 'Fantasy']"
As the Light Goes Out,6.1,16.0,"['Drama', 'Action']"
Commitment,7.2,49.0,"['Drama', 'Action', 'Thriller']"
Black House,6.1,14.0,"['Horror', 'Thriller']"
The Beast Stalker,6.6,23.0,['Action']
Officer of the Year,6.5,11.0,"['Action', 'Comedy']"
Once Upon a Time,6.0,11.0,"['Adventure', 'Action', 'Comedy', 'Foreign']"
Countdown,6.5,13.0,"['Action', 'Thriller', 'Foreign']"
